title,description,unit_type,rental_mode,price,room_price,bed_price,city,district,address,distance_to_university,nearby_universities,num_rooms,num_beds,num_bathrooms,gender_preference,has_internet,has_water,has_electricity,has_gas,has_ac,min_stay_months,max_stay_months,status,landlord_username
Apartment at Shebin,"Rent billed monthly. Nearby: Hospital / Medical Center, ATM, Supermarket / Grocery, Pharmacy, Restaurants & Cafes, Church. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,6700,,,Ismailia,Shebin,El Salam Tower - Nassyet Shebin,1.22 km,Suez Canal University,2,4,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at Hay El Salam,"Rent billed monthly. Nearby: Public Transport Station, Dry Clean / Laundry, Church, Supermarket / Grocery, Pharmacy, Restaurants & Cafes. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,4800,,,Ismailia,Hay El Salam,"3emara 110, Tanta St",3.76 km,Suez Canal University,1,2,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Hospital / Medical Center, Church, ATM, Pharmacy, Supermarket / Grocery, Dry Clean / Laundry. Room breakdown — Room 1 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,3850,,,Ismailia,Ard El Gami'at,"El Mostashfa El Takhasosi St, El Rawda Tower - Ganb El Saydaleya",3.46 km,Suez Canal University,1,1,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Shared Room at El Sabe'a,"Rent billed monthly. Nearby: Dry Clean / Laundry, Hospital / Medical Center, Pharmacy, Church, Supermarket / Grocery, Mosque. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,5050,,Ismailia,El Sabe'a,"El Raqaba El Edaria St, 3emara 4 - Odam El Raqaba",1.34 km,Suez Canal University,1,3,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: Restaurants & Cafes, Gym, Hospital / Medical Center, Supermarket / Grocery, ATM, Mosque. Room breakdown — Room 1 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV",apartment,whole_apartment,2750,,,Ismailia,Ard El Gami'at,"3emara 3, Ard El Gami'at - Ganb Sakan El Talebat",5.23 km,Suez Canal University,1,1,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: Bakery, Supermarket / Grocery, Restaurants & Cafes, Mosque, Church, Dry Clean / Laundry. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,4600,,,Ismailia,El Thalatini,"3emara 90, El Thalatini St - Ganb Maw2af El Ferdaws",4.64 km,Suez Canal University,2,4,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: ATM, Supermarket / Grocery, Pharmacy, Bakery, Restaurants & Cafes, Church. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 3 (Single): Mini Fridge, Private TV, Wardrobe, Desk | Room 4 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,5450,,,Ismailia,Fox,"El Abraj St, 3emara 5 - El Dor El Ardi",3.58 km,Suez Canal University,4,5,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at Ard El Gami'at,"Rent billed monthly. Nearby: ATM, Dry Clean / Laundry, Supermarket / Grocery, Pharmacy, Gym, Bakery. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Mirror",apartment,whole_apartment,3250,,,Ismailia,Ard El Gami'at,"Gam3eyet El 3asher, 3emara 15 - Ganb El Gam3 El Kebir",3.34 km,Suez Canal University,1,2,1,any,True,False,True,True,True,1,,available,imported_ismailia_listings
Apartment at Fox,"Rent billed monthly. Nearby: Mosque, Pharmacy, Hospital / Medical Center, Supermarket / Grocery, Church, Bakery. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 3 (Single): Study Desk & Chair, Mini Fridge, Wardrobe, Window / View",apartment,whole_apartment,6200,,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",4.37 km,Suez Canal University,3,5,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Mamar,"Rent billed monthly. Nearby: Bakery, Mosque, Restaurants & Cafes, Dry Clean / Laundry, Church, Hospital / Medical Center. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,4750,,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",4.84 km,Suez Canal University,3,4,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Studio at Fox,"Rent billed semester. Nearby: Pharmacy, Hospital / Medical Center, Restaurants & Cafes, Bakery, Supermarket / Grocery, Church. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,17400,,,Ismailia,Fox,"Fox St, Victoria Tower 1 - Ganb El Hayah Market",4.39 km,Suez Canal University,1,2,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Studio at El Eshreeni,"Rent billed semester. Nearby: Restaurants & Cafes, Public Transport Station, ATM, Pharmacy, Church, Mosque. Room breakdown — Room 1 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,20250,,,Ismailia,El Eshreeni,El Eshreeni St x Hoda Shaarawy - Odam Kheir Zaman,1.32 km,Suez Canal University,1,1,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Apartment at Arishiyat Misr,"Rent billed monthly. Nearby: Restaurants & Cafes, ATM, Supermarket / Grocery, Dry Clean / Laundry, Mosque, Gym. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Single): Balcony, Mirror, Wardrobe, Private TV | Room 3 (Single): AC, Wardrobe, Mirror, Window / View",apartment,whole_apartment,5050,,,Ismailia,Arishiyat Misr,"3emara 40, Arishiyat Misr - Ganb El Madrasa El Ebteda2i",4.72 km,Suez Canal University,3,4,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed semester. Nearby: Mosque, Church, Dry Clean / Laundry, Pharmacy, Restaurants & Cafes, Public Transport Station. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 3 (Double): AC, Desk, Iron & Ironing Board, Wardrobe",apartment,whole_apartment,31150,,,Ismailia,El Thalatini,El Thalatini x Tanta St - Odam El Halawanya,4.21 km,Suez Canal University,3,6,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Studio at Arishiyat Misr,"Rent billed monthly. Nearby: Bakery, Pharmacy, Supermarket / Grocery, Public Transport Station, Dry Clean / Laundry, Gym. Room breakdown — Room 1 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,2650,,,Ismailia,Arishiyat Misr,"Portsaid St, 3emara 80 - Odam Gam3 Abu Bakr El Seddik",4.87 km,Suez Canal University,1,1,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Bakery, Public Transport Station, Church, Hospital / Medical Center, Dry Clean / Laundry, Supermarket / Grocery. Room breakdown — Room 1 (Triple): Study Desk & Chair, Mini Fridge, AC, Mirror, Private TV | Room 2 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,8000,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",0.82 km,Suez Canal University,2,5,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed semester. Nearby: Public Transport Station, Supermarket / Grocery, Church, Pharmacy, Mosque, Bakery. Room breakdown — Room 1 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,22250,,,Ismailia,El Thalatini,"El Bahari St, 3emara 12 - Ganb El Kenisa",5.25 km,Suez Canal University,1,2,1,any,True,False,True,True,False,4,,available,imported_ismailia_listings
Shared Room at El Sabe'a,"Rent billed monthly. Nearby: ATM, Hospital / Medical Center, Pharmacy, Public Transport Station, Mosque, Church. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk",room,,,4850,,Ismailia,El Sabe'a,"3emara 229, El Horreya St - El Marhala El Sab3a",1.15 km,Suez Canal University,1,3,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at El Khamssa,"Rent billed monthly. Nearby: Church, Supermarket / Grocery, Pharmacy, Dry Clean / Laundry, Public Transport Station, Bakery. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk | Room 2 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",apartment,whole_apartment,7150,,,Ismailia,El Khamssa,"3emara 7, El Khamssa - Ganb El Wehda El Se7eya",1.95 km,Suez Canal University,2,6,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed monthly. Nearby: Bakery, Supermarket / Grocery, Mosque, Gym, Public Transport Station, Church. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,4250,,,Ismailia,El Khamssa,"3emara 22, El 500 Wahda",1.5 km,Suez Canal University,1,2,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Mosque, Gym, Pharmacy, Public Transport Station, Church, Hospital / Medical Center. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Single): Private Bath, Mirror, Desk, Window / View | Room 3 (Single): AC, Wardrobe, Mirror, Window / View | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,5100,,,Ismailia,Sheikh Zayed,"El Herfeyeen St, 3emara 7 - Wara Nadi El Montazah",3.37 km,Suez Canal University,4,5,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Studio at The Stadium,"Rent billed semester. Nearby: Church, Restaurants & Cafes, Gym, Mosque, Hospital / Medical Center, Bakery. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View",apartment,whole_apartment,15350,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.79 km,Suez Canal University,1,2,1,any,False,True,True,True,False,4,,available,imported_ismailia_listings
Apartment at Sheikh Zayed,"Rent billed monthly. Nearby: Dry Clean / Laundry, Gym, ATM, Church, Supermarket / Grocery, Mosque. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,5600,,,Ismailia,Sheikh Zayed,"3emara 25, El Share3 El Tegari - Odam El Bosta",4.9 km,Suez Canal University,3,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at Ard El Gami'at,"Rent billed semester. Nearby: Hospital / Medical Center, Mosque, Church, Dry Clean / Laundry, Pharmacy, Restaurants & Cafes. Room breakdown — Room 1 (Double): Mini Fridge, Mirror, Desk, Window / View | Room 2 (Double): Private Bath, Balcony, Fan, Mirror | Room 3 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,29450,,,Ismailia,Ard El Gami'at,"El Mostashfa El Takhasosi St, El Rawda Tower - Ganb El Saydaleya",4.5 km,Suez Canal University,3,6,1,any,True,True,True,False,False,4,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed semester. Nearby: Dry Clean / Laundry, Supermarket / Grocery, Pharmacy, Bakery, ATM, Gym. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,26150,,,Ismailia,El Khamssa,"3emara 7, El Khamssa - Ganb El Wehda El Se7eya",1.88 km,Suez Canal University,1,2,1,any,True,False,True,True,True,4,,available,imported_ismailia_listings
Studio at El Thalatini,"Rent billed monthly. Nearby: Church, Gym, Dry Clean / Laundry, Supermarket / Grocery, ATM, Hospital / Medical Center. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,4500,,,Ismailia,El Thalatini,"Maydan El Ferdaws, 3emara 1 - Fo2 Saydaleyet Shady",4.67 km,Suez Canal University,1,2,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Studio at El Sabe'a,"Rent billed monthly. Nearby: Church, Dry Clean / Laundry, Supermarket / Grocery, Pharmacy, Bakery, Mosque. Room breakdown — Room 1 (Double): Wardrobe, Fan, Window / View, Mirror",apartment,whole_apartment,5300,,,Ismailia,El Sabe'a,"3emara 229, El Horreya St - El Marhala El Sab3a",1.29 km,Suez Canal University,1,2,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at Hay El Salam,"Rent billed monthly. Nearby: Supermarket / Grocery, Church, Public Transport Station, Gym, Dry Clean / Laundry, Pharmacy. Room breakdown — Room 1 (Triple): AC, Private Bath, Wardrobe, Mirror, Desk",room,,,3700,,Ismailia,Hay El Salam,El Daqahlia St x Tanta St - 3emara 15,3.21 km,Suez Canal University,1,3,1,any,False,True,True,True,False,1,,available,imported_ismailia_listings
Apartment at Shebin,"Rent billed monthly. Nearby: Mosque, Restaurants & Cafes, Supermarket / Grocery, Hospital / Medical Center, Church, Pharmacy. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): Private Bath, Balcony, Fan, Mirror | Room 3 (Single): AC, Wardrobe, Mirror, Window / View | Room 4 (Single): Mini Fridge, Private TV, Wardrobe, Desk",apartment,whole_apartment,8100,,,Ismailia,Shebin,"3emara 40, Ibrahim Salama St",1.21 km,Suez Canal University,4,6,1,any,True,False,True,True,False,1,,available,imported_ismailia_listings
Apartment at The Stadium,"Rent billed monthly. Nearby: ATM, Mosque, Gym, Public Transport Station, Bakery, Hospital / Medical Center. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 2 (Double): Wardrobe, Fan, Window / View, Mirror | Room 3 (Single): Private Bath, Mirror, Desk, Window / View",apartment,whole_apartment,5600,,,Ismailia,The Stadium,El Madares St - Ganb Madraset Taffiti,3.09 km,Suez Canal University,3,5,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Shared Room at El Khamssa,"Rent billed monthly. Nearby: Gym, Mosque, Church, Bakery, ATM, Dry Clean / Laundry. Room breakdown — Room 1 (Triple): Private Bath, Fan, Wardrobe, Window / View, Iron & Ironing Board",room,,,4300,,Ismailia,El Khamssa,"El 500 Wahda, 3emara 12 - Odam Saydaleyet El Salam",1.76 km,Suez Canal University,1,3,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Apartment at Arishiyat Misr,"Rent billed monthly. Nearby: Hospital / Medical Center, ATM, Restaurants & Cafes, Mosque, Supermarket / Grocery, Bakery. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,5200,,,Ismailia,Arishiyat Misr,"3emara 40, Arishiyat Misr - Ganb El Madrasa El Ebteda2i",5.41 km,Suez Canal University,2,4,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Shared Room at El Mamar,"Rent billed monthly. Nearby: Restaurants & Cafes, Supermarket / Grocery, Church, ATM, Pharmacy, Public Transport Station. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,3750,,Ismailia,El Mamar,"El Sultan Hussein St, 3emara 12 - Fo2 Saydaleyet Orabi",4.75 km,Suez Canal University,1,3,1,any,True,True,False,True,False,1,,available,imported_ismailia_listings
Shared Room at El Thalatini,"Rent billed semester. Nearby: Mosque, Pharmacy, Supermarket / Grocery, Church, Gym, Restaurants & Cafes. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,19350,,Ismailia,El Thalatini,"Maydan El Ferdaws, 3emara 1 - Fo2 Saydaleyet Shady",4.24 km,Suez Canal University,1,3,1,any,True,True,False,True,False,4,,available,imported_ismailia_listings
Studio at El Khamssa,"Rent billed monthly. Nearby: Mosque, Church, Dry Clean / Laundry, Supermarket / Grocery, Public Transport Station, Gym. Room breakdown — Room 1 (Double): Private Bath, Private TV, Desk, Wardrobe",apartment,whole_apartment,5900,,,Ismailia,El Khamssa,"3emara 7, El Khamssa - Ganb El Wehda El Se7eya",1.39 km,Suez Canal University,1,2,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
Apartment at El Thalatini,"Rent billed monthly. Nearby: ATM, Mosque, Gym, Church, Public Transport Station, Supermarket / Grocery. Room breakdown — Room 1 (Triple): Private Bath, Balcony, Wardrobe, Fan, Desk | Room 2 (Double): Balcony, Private Bath, Mirror, Private TV",apartment,whole_apartment,5350,,,Ismailia,El Thalatini,"El Bahari St, 3emara 12 - Ganb El Kenisa",4.64 km,Suez Canal University,2,5,1,any,True,True,False,True,True,1,,available,imported_ismailia_listings
Shared Room at El Eshreeni,"Rent billed monthly. Nearby: Hospital / Medical Center, ATM, Church, Gym, Supermarket / Grocery, Pharmacy. Room breakdown — Room 1 (Triple): Mini Fridge, AC, Iron & Ironing Board, Mirror, Wardrobe",room,,,6000,,Ismailia,El Eshreeni,"3emara 33, Hoda Shaarawy St - Odam El Forn El Aly",2.9 km,Suez Canal University,1,3,1,any,True,True,True,False,False,1,,available,imported_ismailia_listings
Studio at El Mamar,"Rent billed monthly. Nearby: ATM, Restaurants & Cafes, Bakery, Mosque, Gym, Public Transport Station. Room breakdown — Room 1 (Double): Private Bath, Balcony, Fan, Mirror",apartment,whole_apartment,3450,,,Ismailia,El Mamar,"Bank Misr St, Makkah Tower - Fo2 Cilantro Café",4.84 km,Suez Canal University,1,2,1,any,False,True,True,True,True,1,,available,imported_ismailia_listings
Apartment at El Sabe'a,"Rent billed monthly. Nearby: Hospital / Medical Center, Pharmacy, Mosque, Public Transport Station, Bakery, Church. Room breakdown — Room 1 (Double): AC, Desk, Iron & Ironing Board, Wardrobe | Room 2 (Double): Private Bath, Private TV, Desk, Wardrobe | Room 3 (Single): Study Desk & Chair, Iron & Ironing Board, Private TV | Room 4 (Single): Wardrobe, Mirror, Window / View, Desk",apartment,whole_apartment,6900,,,Ismailia,El Sabe'a,"3emara 102, El Sabe'a - Ganb Niqabet El Mohameen",1.33 km,Suez Canal University,4,6,1,any,True,True,True,False,True,1,,available,imported_ismailia_listings
